"gene_symbol","present_in_gpl14951_symbol_or_ilmn_gene"
"ATOH7",TRUE
"ATOH8",TRUE
"ATOX1",TRUE
"ATP10A",TRUE
"ATP10D",TRUE
"ATP11A",TRUE
"ATP11B",TRUE
"ATP11C",TRUE
"ATP12A",TRUE
"ATP13A1",TRUE
"ATP13A2",TRUE
"ATP13A4",TRUE
"ATP13A5",TRUE
"ATP1A1",TRUE
"ATP1A2",TRUE
"ATP1A3",TRUE
"ATP1A4",TRUE
"ATP1B1",TRUE
"ATP1B2",TRUE
"ATP1B3",TRUE
"ATP1B4",TRUE
"ATP2A1",TRUE
"ATP2A2",TRUE
"ATP2A3",TRUE
"ATP2B1",TRUE
"ATP2B2",TRUE
"ATP2B3",TRUE
"ATP2B4",TRUE
"ATP2C1",TRUE
"ATP2C2",TRUE
"ATP4A",TRUE
"ATP4B",TRUE
"ATP5A1",TRUE
"ATP5B",TRUE
"ATP5C1",TRUE
"ATP5D",TRUE
"ATP5E",TRUE
"ATP5EP2",TRUE
"ATP5F1",TRUE
"ATP5G1",TRUE
"ATP5G2",TRUE
"ATP5G3",TRUE
"ATP5H",TRUE
"ATP5I",TRUE
"ATP5J",TRUE
"ATP5J2",TRUE
"ATP5L",TRUE
"ATP5O",TRUE
"ATP5S",TRUE
"ATP5SL",TRUE
"ATP6AP1",TRUE
"ATP6AP1L",TRUE
"ATP6AP2",TRUE
"ATP6V0A1",TRUE
"ATP6V0A2",TRUE
"ATP6V0A4",TRUE
"ATP6V0B",TRUE
"ATP6V0C",TRUE
"ATP6V0D1",TRUE
"ATP6V0D2",TRUE
"ATP6V0E1",TRUE
"ATP6V0E2",TRUE
"ATP6V1A",TRUE
"ATP6V1B1",TRUE
"ATP6V1B2",TRUE
"ATP6V1C1",TRUE
"ATP6V1C2",TRUE
"ATP6V1D",TRUE
"ATP6V1E1",TRUE
"ATP6V1E2",TRUE
"ATP6V1F",TRUE
"ATP6V1G1",TRUE
"ATP6V1G2",TRUE
"ATP6V1G3",TRUE
"ATP6V1H",TRUE
"ATP7A",TRUE
"ATP7B",TRUE
"ATP8A1",TRUE
"ATP8A2",TRUE
"ATP8B1",TRUE
"ATP8B2",TRUE
"ATP8B3",TRUE
"ATP8B4",TRUE
"ATP9A",TRUE
"ATP9B",TRUE
"ATPAF1",TRUE
"ATPAF2",TRUE
"ATPBD3",TRUE
"ATPBD4",TRUE
"ATPGD1",TRUE
"ATPIF1",TRUE
"ATR",TRUE
"ATRIP",TRUE
"ATRN",TRUE
"ATRNL1",TRUE
"ATRX",TRUE
"ATXN1",TRUE
"ATXN10",TRUE
"ATXN1L",TRUE
"ATXN2",TRUE
"ATXN2L",TRUE
"ATXN3",TRUE
"ATXN7",TRUE
"ATXN7L1",TRUE
"ATXN7L2",TRUE
"ATXN8OS",TRUE
"AUH",TRUE
"AUP1",TRUE
"AURKA",TRUE
"AURKAIP1",TRUE
"AURKAPS1",TRUE
"AURKB",TRUE
"AURKC",TRUE
"AUTS2",TRUE
"AVEN",TRUE
"AVIL",TRUE
"AVL9",TRUE
"AVP",TRUE
"AVPI1",TRUE
"AVPR1A",TRUE
"AVPR1B",TRUE
"AVPR2",TRUE
"AWAT2",TRUE
"AXIN1",TRUE
"AXIN2",TRUE
"AXL",TRUE
"AXUD1",TRUE
"AZGP1",TRUE
"AZI1",TRUE
"AZI2",TRUE
"AZIN1",TRUE
"AZU1",TRUE
"B2M",TRUE
"B3GALNT1",TRUE
"B3GALNT2",TRUE
"B3GALT1",TRUE
"B3GALT2",TRUE
"B3GALT3",TRUE
"B3GALT4",TRUE
"B3GALT5",TRUE
"B3GALT6",TRUE
"B3GALTL",TRUE
"B3GAT1",TRUE
"B3GAT2",TRUE
"B3GAT3",TRUE
"B3GN-T6",TRUE
"B3GNT1",TRUE
"B3GNT2",TRUE
"B3GNT3",TRUE
"B3GNT4",TRUE
"B3GNT5",TRUE
"B3GNT6",TRUE
"B3GNT7",TRUE
"B3GNT8",TRUE
"B3GNT9",TRUE
"B3GNTL1",TRUE
"B4GALNT1",TRUE
"B4GALNT2",TRUE
"B4GALNT3",TRUE
"B4GALNT4",TRUE
"B4GALT1",TRUE
"B4GALT2",TRUE
"B4GALT3",TRUE
"B4GALT4",TRUE
"B4GALT5",TRUE
"B4GALT6",TRUE
"B4GALT7",TRUE
"B9D1",TRUE
"B9D2",TRUE
"BAALC",TRUE
"BAAT",TRUE
"BACE1",TRUE
"BACE2",TRUE
"BACH1",TRUE
"BACH2",TRUE
"BAD",TRUE
"BAG1",TRUE
"BAG2",TRUE
"BAG3",TRUE
"BAG4",TRUE
"BAG5",TRUE
"BAGE",TRUE
"BAGE2",TRUE
"BAGE3",TRUE
"BAGE4",TRUE
"BAGE5",TRUE
"BAHCC1",TRUE
"BAHD1",TRUE
"BAI1",TRUE
"BAI2",TRUE
"BAI3",TRUE
"BAIAP2",TRUE
"BAIAP2L1",TRUE
"BAIAP2L2",TRUE
"BAIAP3",TRUE
"BAK1",TRUE
"BAMBI",TRUE
"BANF1",TRUE
"BANF2",TRUE
"BANK1",TRUE
"BANP",TRUE
"BAP1",TRUE
"BAPX1",TRUE
"BARD1",TRUE
"BARHL1",TRUE
"BARHL2",TRUE
"BARX1",TRUE
"BARX2",TRUE
"BASP1",TRUE
"BAT1",TRUE
"BAT2",TRUE
"BAT2D1",TRUE
"BAT2L",TRUE
"BAT3",TRUE
"BAT4",TRUE
"BAT5",TRUE
"BATF",TRUE
"BATF2",TRUE
"BATF3",TRUE
"BAX",TRUE
"BAZ1A",TRUE
"BAZ1B",TRUE
"BAZ2A",TRUE
"BAZ2B",TRUE
"BBC3",TRUE
"BBOX1",TRUE
"BBS1",TRUE
"BBS10",TRUE
"BBS12",TRUE
"BBS2",TRUE
"BBS4",TRUE
"BBS5",TRUE
"BBS7",TRUE
"BBS9",TRUE
"BBX",TRUE
"BCAM",TRUE
"BCAN",TRUE
"BCAP29",TRUE
"BCAP31",TRUE
"BCAR1",TRUE
"BCAR3",TRUE
"BCAR4",TRUE
"BCAS1",TRUE
"BCAS2",TRUE
"BCAS3",TRUE
"BCAS4",TRUE
"BCAT1",TRUE
"BCAT2",TRUE
"BCCIP",TRUE
"BCDIN3D",TRUE
"BCHE",TRUE
"BCKDHA",TRUE
"BCKDHB",TRUE
"BCKDK",TRUE
"BCL10",TRUE
"BCL11A",TRUE
"BCL11B",TRUE
"BCL2",TRUE
"BCL2A1",TRUE
"BCL2L1",TRUE
"BCL2L10",TRUE
"BCL2L11",TRUE
"BCL2L12",TRUE
"BCL2L13",TRUE
"BCL2L14",TRUE
"BCL2L15",TRUE
"BCL2L2",TRUE
"BCL3",TRUE
"BCL6",TRUE
"BCL6B",TRUE
"BCL7A",TRUE
"BCL7B",TRUE
"BCL7C",TRUE
"BCL9",TRUE
"BCL9L",TRUE
"BCLAF1",TRUE
"BCMO1",TRUE
"BCO2",TRUE
"BCOR",TRUE
"BCORL1",TRUE
"BCORL2",TRUE
"BCR",TRUE
"BCS1L",TRUE
"BDH1",TRUE
"BDH2",TRUE
"BDKRB1",TRUE
"BDKRB2",TRUE
"BDNF",TRUE
"BDNFOS",TRUE
"BDP1",TRUE
"BECN1",TRUE
"BEGAIN",TRUE
"BEND2",TRUE
"BEND3",TRUE
"BEND4",TRUE
"BEND5",TRUE
"BEND6",TRUE
"BEND7",TRUE
"BEST1",TRUE
"BEST2",TRUE
"BEST3",TRUE
"BEST4",TRUE
"BET1",TRUE
"BET1L",TRUE
"BET3L",TRUE
"BEX1",TRUE
"BEX2",TRUE
"BEX4",TRUE
"BEX5",TRUE
"BEXL1",TRUE
"BEYLA",TRUE
"BFAR",TRUE
"BFSP1",TRUE
"BFSP2",TRUE
"BGLAP",TRUE
"BGN",TRUE
"BHLHA15",TRUE
"BHLHB2",TRUE
"BHLHB3",TRUE
"BHLHB4",TRUE
"BHLHB9",TRUE
"BHLHE22",TRUE
"BHMT",TRUE
"BHMT2",TRUE
"BICC1",TRUE
"BICD1",TRUE
"BICD2",TRUE
"BID",TRUE
"BIK",TRUE
"BIN1",TRUE
"BIN2",TRUE
"BIN3",TRUE
"BIRC2",TRUE
"BIRC3",TRUE
"BIRC5",TRUE
"BIRC6",TRUE
"BIRC7",TRUE
"BIRC8",TRUE
"BIVM",TRUE
"BLCAP",TRUE
"BLID",TRUE
"BLK",TRUE
"BLM",TRUE
"BLMH",TRUE
"BLNK",TRUE
"BLOC1S1",TRUE
"BLOC1S2",TRUE
"BLOC1S3",TRUE
"BLR1",TRUE
"BLVRA",TRUE
"BLVRB",TRUE
"BLZF1",TRUE
"BMF",TRUE
"BMI1",TRUE
"BMP1",TRUE
"BMP10",TRUE
"BMP15",TRUE
"BMP2",TRUE
"BMP2K",TRUE
"BMP3",TRUE
"BMP4",TRUE
"BMP5",TRUE
"BMP6",TRUE
"BMP7",TRUE
"BMP8A",TRUE
"BMP8B",TRUE
"BMPER",TRUE
"BMPR1A",TRUE
"BMPR1B",TRUE
"BMPR2",TRUE
"BMS1",TRUE
"BMS1P5",TRUE
"BMX",TRUE
"BNC1",TRUE
"BNC2",TRUE
"BNIP1",TRUE
"BNIP2",TRUE
"BNIP3",TRUE
"BNIP3L",TRUE
"BNIPL",TRUE
"BOC",TRUE
"BOK",TRUE
"BOLA1",TRUE
"BOLA2",TRUE
"BOLA2B",TRUE
"BOLA3",TRUE
"BOLL",TRUE
"BOP1",TRUE
"BP75",TRUE
"BPGM",TRUE
"BPHL",TRUE
"BPI",TRUE
"BPIL1",TRUE
"BPIL2",TRUE
"BPIL3",TRUE
"BPNT1",TRUE
"BPTF",TRUE
"BPY2",TRUE
"BPY2B",TRUE
"BPY2C",TRUE
"BRAF",TRUE
"BRAP",TRUE
"BRCA1",TRUE
"BRCA2",TRUE
"BRCC3",TRUE
"BRD1",TRUE
"BRD2",TRUE
"BRD3",TRUE
"BRD4",TRUE
"BRD7",TRUE
"BRD7P3",TRUE
"BRD8",TRUE
"BRD9",TRUE
"BRDG1",TRUE
"BRDT",TRUE
"BRE",TRUE
"BREA2",TRUE
"BRF1",TRUE
"BRF2",TRUE
"BRI3",TRUE
"BRI3BP",TRUE
"BRIP1",TRUE
"BRIX1",TRUE
"BRMS1",TRUE
"BRMS1L",TRUE
"BRP44",TRUE
"BRP44L",TRUE
"BRPF1",TRUE
"BRPF3",TRUE
"BRS3",TRUE
"BRSK1",TRUE
"BRSK2",TRUE
"BRUNOL4",TRUE
"BRUNOL5",TRUE
"BRUNOL6",TRUE
"BRWD1",TRUE
"BRWD2",TRUE
"BRWD3",TRUE
"BSCL2",TRUE
"BSDC1",TRUE
"BSG",TRUE
"BSN",TRUE
"BSND",TRUE
"BSPH1",TRUE
"BSPRY",TRUE
"BST1",TRUE
"BST2",TRUE
"BSX",TRUE
"BTAF1",TRUE
"BTBD1",TRUE
"BTBD10",TRUE
"BTBD11",TRUE
"BTBD12",TRUE
"BTBD15",TRUE
"BTBD16",TRUE
"BTBD17",TRUE
"BTBD2",TRUE
"BTBD3",TRUE
"BTBD6",TRUE
"BTBD7",TRUE
"BTBD8",TRUE
"BTBD9",TRUE
"BTC",TRUE
"BTD",TRUE
"BTF3",TRUE
"BTF3L1",TRUE
"BTF3L4",TRUE
"BTG1",TRUE
"BTG2",TRUE
"BTG3",TRUE
"BTG4",TRUE
"BTK",TRUE
"BTLA",TRUE
"BTN1A1",TRUE
"BTN2A1",TRUE
"BTN2A2",TRUE
"BTN2A3",TRUE
"BTN3A1",TRUE
"BTN3A2",TRUE
"BTN3A3",TRUE
"BTNL2",TRUE
"BTNL3",TRUE
"BTNL8",TRUE
"BTNL9",TRUE
"BTRC",TRUE
"BUB1",TRUE
"BUB1B",TRUE
"BUB3",TRUE
"BUD13",TRUE
"BUD31",TRUE
"BVES",TRUE
"BYSL",TRUE
"BZRAP1",TRUE
"BZRPL1",TRUE
"BZW1",TRUE
"BZW2",TRUE
"C10ORF10",TRUE
"C10ORF104",TRUE
"C10ORF107",TRUE
"C10ORF11",TRUE
"C10ORF110",TRUE
"C10ORF111",TRUE
"C10ORF113",TRUE
"C10ORF114",TRUE
"C10ORF116",TRUE
"C10ORF118",TRUE
"C10ORF119",TRUE
"C10ORF12",TRUE
"C10ORF120",TRUE
"C10ORF125",TRUE
"C10ORF129",TRUE
"C10ORF131",TRUE
"C10ORF137",TRUE
"C10ORF140",TRUE
"C10ORF141",TRUE
"C10ORF2",TRUE
"C10ORF25",TRUE
"C10ORF26",TRUE
"C10ORF27",TRUE
"C10ORF28",TRUE
"C10ORF30",TRUE
"C10ORF31",TRUE
"C10ORF32",TRUE
"C10ORF33",TRUE
"C10ORF35",TRUE
"C10ORF37",TRUE
"C10ORF4",TRUE
"C10ORF40",TRUE
"C10ORF46",TRUE
"C10ORF47",TRUE
"C10ORF53",TRUE
"C10ORF54",TRUE
"C10ORF55",TRUE
"C10ORF57",TRUE
"C10ORF58",TRUE
"C10ORF59",TRUE
"C10ORF6",TRUE
"C10ORF61",TRUE
"C10ORF62",TRUE
"C10ORF65",TRUE
"C10ORF67",TRUE
"C10ORF68",TRUE
"C10ORF71",TRUE
"C10ORF72",TRUE
"C10ORF76",TRUE
"C10ORF78",TRUE
"C10ORF79",TRUE
"C10ORF81",TRUE
"C10ORF82",TRUE
"C10ORF84",TRUE
"C10ORF85",TRUE
"C10ORF88",TRUE
"C10ORF90",TRUE
"C10ORF91",TRUE
"C10ORF92",TRUE
"C10ORF93",TRUE
"C10ORF95",TRUE
"C10ORF96",TRUE
"C10ORF99",TRUE
"C11ORF1",TRUE
"C11ORF10",TRUE
"C11ORF16",TRUE
"C11ORF17",TRUE
"C11ORF2",TRUE
"C11ORF20",TRUE
"C11ORF21",TRUE
"C11ORF24",TRUE
"C11ORF30",TRUE
"C11ORF31",TRUE
"C11ORF35",TRUE
"C11ORF36",TRUE
"C11ORF37",TRUE
"C11ORF40",TRUE
"C11ORF41",TRUE
"C11ORF42",TRUE
"C11ORF44",TRUE
"C11ORF45",TRUE
"C11ORF46",TRUE
"C11ORF47",TRUE
"C11ORF48",TRUE
"C11ORF49",TRUE
"C11ORF51",TRUE
"C11ORF52",TRUE
"C11ORF53",TRUE
"C11ORF54",TRUE
"C11ORF55",TRUE
"C11ORF57",TRUE
"C11ORF58",TRUE
"C11ORF59",TRUE
"C11ORF60",TRUE
"C11ORF61",TRUE
"C11ORF63",TRUE
"C11ORF65",TRUE
"C11ORF66",TRUE
"C11ORF67",TRUE
"C11ORF68",TRUE
"C11ORF70",TRUE
"C11ORF71",TRUE
"C11ORF72",TRUE
"C11ORF73",TRUE
"C11ORF74",TRUE
"C11ORF75",TRUE
"C11ORF76",TRUE
"C11ORF80",TRUE
"C11ORF82",TRUE
"C11ORF83",TRUE
"C11ORF84",TRUE
"C11ORF85",TRUE
"C11ORF86",TRUE
"C11ORF87",TRUE
"C11ORF88",TRUE
"C11ORF9",TRUE
"C11ORF92",TRUE
"C12ORF10",TRUE
"C12ORF11",TRUE
"C12ORF12",TRUE
"C12ORF23",TRUE
"C12ORF24",TRUE
"C12ORF26",TRUE
"C12ORF27",TRUE
"C12ORF28",TRUE
"C12ORF29",TRUE
"C12ORF30",TRUE
"C12ORF31",TRUE
"C12ORF32",TRUE
"C12ORF34",TRUE
"C12ORF35",TRUE
"C12ORF36",TRUE
"C12ORF39",TRUE
"C12ORF4",TRUE
"C12ORF40",TRUE
"C12ORF41",TRUE
"C12ORF42",TRUE
"C12ORF43",TRUE
"C12ORF44",TRUE
"C12ORF45",TRUE
"C12ORF47",TRUE
"C12ORF48",TRUE
"C12ORF49",TRUE
"C12ORF5",TRUE
"C12ORF50",TRUE
"C12ORF51",TRUE
"C12ORF52",TRUE
"C12ORF53",TRUE
"C12ORF54",TRUE
"C12ORF57",TRUE
"C12ORF59",TRUE
"C12ORF60",TRUE
"C12ORF61",TRUE
"C12ORF62",TRUE
"C12ORF63",TRUE
"C12ORF64",TRUE
"C12ORF65",TRUE
"C12ORF66",TRUE
"C12ORF67",TRUE
"C12ORF68",TRUE
"C12ORF69",TRUE
"C12ORF72",TRUE
"C12ORF73",TRUE
"C12ORF74",TRUE
"C12ORF76",TRUE
"C12ORF77",TRUE
"C12ORF8",TRUE
"C13ORF1",TRUE
"C13ORF15",TRUE
"C13ORF16",TRUE
"C13ORF18",TRUE
"C13ORF23",TRUE
"C13ORF26",TRUE
"C13ORF27",TRUE
"C13ORF28",TRUE
"C13ORF3",TRUE
"C13ORF30",TRUE
"C13ORF31",TRUE
"C13ORF33",TRUE
"C13ORF34",TRUE
"C13ORF35",TRUE
"C13ORF36",TRUE
"C13ORF37",TRUE
"C13ORF39",TRUE
"C13ORF7",TRUE
"C14ORF1",TRUE
"C14ORF100",TRUE
"C14ORF101",TRUE
"C14ORF102",TRUE
"C14ORF104",TRUE
"C14ORF105",TRUE
"C14ORF106",TRUE
"C14ORF109",TRUE
"C14ORF11",TRUE
"C14ORF112",TRUE
"C14ORF115",TRUE
"C14ORF118",TRUE
"C14ORF119",TRUE
"C14ORF121",TRUE
"C14ORF124",TRUE
"C14ORF126",TRUE
"C14ORF129",TRUE
"C14ORF131",TRUE
"C14ORF133",TRUE
"C14ORF135",TRUE
"C14ORF138",TRUE
"C14ORF139",TRUE
"C14ORF142",TRUE
"C14ORF143",TRUE
"C14ORF145",TRUE
"C14ORF147",TRUE
"C14ORF148",TRUE
"C14ORF149",TRUE
"C14ORF153",TRUE
"C14ORF156",TRUE
"C14ORF159",TRUE
"C14ORF162",TRUE
"C14ORF165",TRUE
"C14ORF166",TRUE
"C14ORF166B",TRUE
"C14ORF167",TRUE
"C14ORF169",TRUE
"C14ORF173",TRUE
"C14ORF174",TRUE
"C14ORF177",TRUE
"C14ORF178",TRUE
"C14ORF179",TRUE
"C14ORF180",TRUE
"C14ORF181",TRUE
"C14ORF182",TRUE
"C14ORF183",TRUE
"C14ORF19",TRUE
"C14ORF2",TRUE
"C14ORF21",TRUE
"C14ORF28",TRUE
"C14ORF32",TRUE
"C14ORF37",TRUE
"C14ORF39",TRUE
"C14ORF4",TRUE
"C14ORF43",TRUE
"C14ORF45",TRUE
"C14ORF48",TRUE
"C14ORF49",TRUE
"C14ORF50",TRUE
"C14ORF53",TRUE
"C14ORF64",TRUE
"C14ORF68",TRUE
"C14ORF70",TRUE
"C14ORF73",TRUE
"C14ORF79",TRUE
"C14ORF80",TRUE
"C14ORF85",TRUE
"C14ORF93",TRUE
"C15ORF17",TRUE
"C15ORF2",TRUE
"C15ORF21",TRUE
"C15ORF23",TRUE
"C15ORF24",TRUE
"C15ORF26",TRUE
"C15ORF27",TRUE
"C15ORF29",TRUE
"C15ORF32",TRUE
"C15ORF33",TRUE
"C15ORF37",TRUE
"C15ORF38",TRUE
"C15ORF39",TRUE
"C15ORF40",TRUE
"C15ORF41",TRUE
"C15ORF42",TRUE
"C15ORF43",TRUE
"C15ORF44",TRUE
"C15ORF48",TRUE
"C15ORF5",TRUE
"C15ORF51",TRUE
"C15ORF52",TRUE
"C15ORF53",TRUE
"C15ORF54",TRUE
"C15ORF55",TRUE
"C15ORF56",TRUE
"C15ORF57",TRUE
"C15ORF58",TRUE
"C15ORF59",TRUE
"C15ORF60",TRUE
"C15ORF62",TRUE
"C15ORF63",TRUE
"C16ORF10",TRUE
"C16ORF11",TRUE
"C16ORF13",TRUE
"C16ORF3",TRUE
"C16ORF30",TRUE
"C16ORF33",TRUE
"C16ORF35",TRUE
"C16ORF38",TRUE
"C16ORF42",TRUE
"C16ORF45",TRUE
"C16ORF46",TRUE
"C16ORF48",TRUE
"C16ORF5",TRUE
"C16ORF52",TRUE
"C16ORF53",TRUE
"C16ORF54",TRUE
"C16ORF55",TRUE
"C16ORF56",TRUE
"C16ORF57",TRUE
"C16ORF58",TRUE
"C16ORF59",TRUE
"C16ORF61",TRUE
"C16ORF62",TRUE
"C16ORF63",TRUE
"C16ORF65",TRUE
"C16ORF67",TRUE
"C16ORF68",TRUE
"C16ORF69",TRUE
"C16ORF7",TRUE
"C16ORF70",TRUE
"C16ORF71",TRUE
"C16ORF72",TRUE
"C16ORF73",TRUE
"C16ORF74",TRUE
"C16ORF75",TRUE
"C16ORF78",TRUE
"C16ORF79",TRUE
"C16ORF80",TRUE
"C16ORF81",TRUE
"C16ORF82",TRUE
"C16ORF85",TRUE
"C16ORF86",TRUE
"C16ORF87",TRUE
"C16ORF88",TRUE
"C16ORF89",TRUE
"C16ORF91",TRUE
"C16ORF93",TRUE
"C17ORF100",TRUE
"C17ORF101",TRUE
"C17ORF102",TRUE
"C17ORF103",TRUE
"C17ORF106",TRUE
"C17ORF108",TRUE
"C17ORF28",TRUE
"C17ORF37",TRUE
"C17ORF38",TRUE
"C17ORF39",TRUE
"C17ORF41",TRUE
"C17ORF42",TRUE
"C17ORF45",TRUE
"C17ORF46",TRUE
"C17ORF47",TRUE
"C17ORF48",TRUE
"C17ORF49",TRUE
"C17ORF50",TRUE
"C17ORF53",TRUE
"C17ORF54",TRUE
"C17ORF55",TRUE
"C17ORF56",TRUE
"C17ORF57",TRUE
"C17ORF58",TRUE
"C17ORF59",TRUE
"C17ORF61",TRUE
"C17ORF62",TRUE
"C17ORF63",TRUE
"C17ORF64",TRUE
"C17ORF65",TRUE
"C17ORF66",TRUE
"C17ORF68",TRUE
"C17ORF69",TRUE
"C17ORF70",TRUE
"C17ORF71",TRUE
"C17ORF72",TRUE
"C17ORF73",TRUE
"C17ORF74",TRUE
"C17ORF75",TRUE
"C17ORF76",TRUE
"C17ORF77",TRUE
"C17ORF78",TRUE
"C17ORF79",TRUE
"C17ORF80",TRUE
"C17ORF81",TRUE
"C17ORF82",TRUE
"C17ORF85",TRUE
"C17ORF87",TRUE
"C17ORF89",TRUE
"C17ORF90",TRUE
"C17ORF91",TRUE
"C17ORF93",TRUE
"C17ORF95",TRUE
"C17ORF96",TRUE
"C17ORF97",TRUE
"C17ORF98",TRUE
"C18ORF1",TRUE
"C18ORF10",TRUE
"C18ORF19",TRUE
"C18ORF2",TRUE
"C18ORF20",TRUE
"C18ORF21",TRUE
"C18ORF22",TRUE
"C18ORF25",TRUE
"C18ORF26",TRUE
"C18ORF32",TRUE
"C18ORF34",TRUE
"C18ORF45",TRUE
"C18ORF51",TRUE
"C18ORF54",TRUE
"C18ORF55",TRUE
"C18ORF56",TRUE
"C18ORF62",TRUE
"C18ORF8",TRUE
"C19ORF10",TRUE
"C19ORF12",TRUE
"C19ORF15",TRUE
"C19ORF18",TRUE
"C19ORF2",TRUE
"C19ORF20",TRUE
"C19ORF21",TRUE
"C19ORF22",TRUE
"C19ORF23",TRUE
"C19ORF24",TRUE
"C19ORF25",TRUE
"C19ORF26",TRUE
"C19ORF28",TRUE
"C19ORF29",TRUE
"C19ORF30",TRUE
"C19ORF31",TRUE
"C19ORF33",TRUE
"C19ORF34",TRUE
"C19ORF35",TRUE
"C19ORF36",TRUE
"C19ORF38",TRUE
"C19ORF39",TRUE
"C19ORF4",TRUE
"C19ORF40",TRUE
"C19ORF41",TRUE
"C19ORF42",TRUE
"C19ORF43",TRUE
"C19ORF44",TRUE
"C19ORF45",TRUE
"C19ORF46",TRUE
"C19ORF47",TRUE
"C19ORF48",TRUE
"C19ORF50",TRUE
"C19ORF51",TRUE
"C19ORF52",TRUE
"C19ORF53",TRUE
"C19ORF54",TRUE
"C19ORF55",TRUE
"C19ORF56",TRUE
"C19ORF57",TRUE
"C19ORF59",TRUE
"C19ORF6",TRUE
"C19ORF60",TRUE
"C19ORF61",TRUE
"C19ORF62",TRUE
"C19ORF63",TRUE
"C19ORF66",TRUE
"C19ORF69",TRUE
"C19ORF70",TRUE
"C19ORF71",TRUE
"C19ORF73",TRUE
"C19ORF75",TRUE
"C1D",TRUE
"C1GALT1",TRUE
"C1GALT1C1",TRUE
"C1ORF100",TRUE
"C1ORF101",TRUE
"C1ORF102",TRUE
"C1ORF103",TRUE
"C1ORF104",TRUE
"C1ORF105",TRUE
"C1ORF106",TRUE
"C1ORF107",TRUE
"C1ORF109",TRUE
"C1ORF110",TRUE
"C1ORF111",TRUE
"C1ORF112",TRUE
"C1ORF113",TRUE
"C1ORF114",TRUE
"C1ORF115",TRUE
"C1ORF116",TRUE
"C1ORF117",TRUE
"C1ORF118",TRUE
"C1ORF122",TRUE
"C1ORF123",TRUE
"C1ORF124",TRUE
"C1ORF125",TRUE
"C1ORF126",TRUE
"C1ORF127",TRUE
"C1ORF128",TRUE
"C1ORF129",TRUE
"C1ORF130",TRUE
"C1ORF131",TRUE
"C1ORF133",TRUE
"C1ORF135",TRUE
"C1ORF137",TRUE
"C1ORF138",TRUE
"C1ORF14",TRUE
"C1ORF140",TRUE
"C1ORF141",TRUE
"C1ORF144",TRUE
"C1ORF146",TRUE
"C1ORF149",TRUE
"C1ORF150",TRUE
"C1ORF151",TRUE
"C1ORF152",TRUE
"C1ORF156",TRUE
"C1ORF157",TRUE
"C1ORF158",TRUE
"C1ORF159",TRUE
"C1ORF161",TRUE
"C1ORF162",TRUE
"C1ORF163",TRUE
"C1ORF165",TRUE
"C1ORF166",TRUE
"C1ORF168",TRUE
"C1ORF172",TRUE
"C1ORF173",TRUE
"C1ORF174",TRUE
"C1ORF175",TRUE
"C1ORF177",TRUE
"C1ORF182",TRUE
"C1ORF183",TRUE
"C1ORF186",TRUE
"C1ORF187",TRUE
"C1ORF188",TRUE
"C1ORF189",TRUE
"C1ORF19",TRUE
"C1ORF190",TRUE
"C1ORF192",TRUE
"C1ORF194",TRUE
"C1ORF198",TRUE
"C1ORF200",TRUE
"C1ORF201",TRUE
"C1ORF203",TRUE
"C1ORF204",TRUE
"C1ORF21",TRUE
"C1ORF210",TRUE
"C1ORF212",TRUE
"C1ORF213",TRUE
"C1ORF215",TRUE
"C1ORF216",TRUE
"C1ORF218",TRUE
"C1ORF220",TRUE
"C1ORF222",TRUE
"C1ORF227",TRUE
"C1ORF229",TRUE
"C1ORF24",TRUE
"C1ORF25",TRUE
"C1ORF26",TRUE
"C1ORF27",TRUE
"C1ORF31",TRUE
"C1ORF35",TRUE
"C1ORF38",TRUE
"C1ORF41",TRUE
"C1ORF43",TRUE
"C1ORF49",TRUE
"C1ORF50",TRUE
"C1ORF51",TRUE
"C1ORF52",TRUE
"C1ORF53",TRUE
"C1ORF54",TRUE
"C1ORF55",TRUE
"C1ORF56",TRUE
"C1ORF57",TRUE
"C1ORF58",TRUE
"C1ORF59",TRUE
"C1ORF61",TRUE
"C1ORF63",TRUE
"C1ORF64",TRUE
"C1ORF65",TRUE
"C1ORF66",TRUE
"C1ORF68",TRUE
"C1ORF69",TRUE
"C1ORF71",TRUE
"C1ORF74",TRUE
"C1ORF75",TRUE
"C1ORF77",TRUE
"C1ORF83",TRUE
"C1ORF84",TRUE
"C1ORF85",TRUE
"C1ORF86",TRUE
"C1ORF87",TRUE
"C1ORF88",TRUE
"C1ORF89",TRUE
"C1ORF9",TRUE
"C1ORF91",TRUE
"C1ORF92",TRUE
"C1ORF93",TRUE
"C1ORF94",TRUE
"C1ORF95",TRUE
"C1ORF96",TRUE
"C1ORF97",TRUE
"C1ORF99",TRUE
"C1QA",TRUE
"C1QB",TRUE
"C1QBP",TRUE
"C1QC",TRUE
"C1QL1",TRUE
"C1QL2",TRUE
"C1QL3",TRUE
"C1QL4",TRUE
"C1QTNF1",TRUE
"C1QTNF2",TRUE
"C1QTNF3",TRUE
"C1QTNF4",TRUE
"C1QTNF5",TRUE
"C1QTNF6",TRUE
"C1QTNF7",TRUE
"C1QTNF8",TRUE
"C1QTNF9",TRUE
"C1QTNF9B",TRUE
"C1R",TRUE
"C1RL",TRUE
"C1S",TRUE
"C2",TRUE
"C20ORF100",TRUE
"C20ORF103",TRUE
"C20ORF106",TRUE
"C20ORF107",TRUE
