"gene_symbol","present_in_gpl14951_symbol_or_ilmn_gene"
"MEX3D",TRUE
"MFAP1",TRUE
"MFAP2",TRUE
"MFAP3",TRUE
"MFAP3L",TRUE
"MFAP4",TRUE
"MFAP5",TRUE
"MFF",TRUE
"MFGE8",TRUE
"MFHAS1",TRUE
"MFI2",TRUE
"MFN1",TRUE
"MFN2",TRUE
"MFNG",TRUE
"MFRP",TRUE
"MFSD1",TRUE
"MFSD10",TRUE
"MFSD11",TRUE
"MFSD2",TRUE
"MFSD2B",TRUE
"MFSD3",TRUE
"MFSD4",TRUE
"MFSD5",TRUE
"MFSD6",TRUE
"MFSD6L",TRUE
"MFSD7",TRUE
"MFSD8",TRUE
"MFSD9",TRUE
"MGA",TRUE
"MGAM",TRUE
"MGAT1",TRUE
"MGAT2",TRUE
"MGAT3",TRUE
"MGAT4A",TRUE
"MGAT4B",TRUE
"MGAT4C",TRUE
"MGAT5",TRUE
"MGAT5B",TRUE
"MGC10997",TRUE
"MGC119295",TRUE
"MGC12965",TRUE
"MGC12982",TRUE
"MGC13057",TRUE
"MGC15763",TRUE
"MGC16169",TRUE
"MGC16291",TRUE
"MGC16703",TRUE
"MGC18216",TRUE
"MGC19604",TRUE
"MGC20983",TRUE
"MGC21881",TRUE
"MGC23270",TRUE
"MGC23284",TRUE
"MGC26647",TRUE
"MGC26718",TRUE
"MGC27121",TRUE
"MGC2752",TRUE
"MGC29506",TRUE
"MGC3020",TRUE
"MGC3196",TRUE
"MGC33407",TRUE
"MGC33556",TRUE
"MGC34774",TRUE
"MGC34821",TRUE
"MGC35361",TRUE
"MGC35440",TRUE
"MGC3731",TRUE
"MGC3771",TRUE
"MGC39581",TRUE
"MGC39606",TRUE
"MGC39900",TRUE
"MGC40069",TRUE
"MGC40168",TRUE
"MGC42105",TRUE
"MGC42367",TRUE
"MGC44328",TRUE
"MGC4473",TRUE
"MGC45491",TRUE
"MGC45800",TRUE
"MGC4677",TRUE
"MGC48628",TRUE
"MGC50722",TRUE
"MGC5139",TRUE
"MGC52282",TRUE
"MGC57359",TRUE
"MGC62100",TRUE
"MGC70857",TRUE
"MGC70863",TRUE
"MGC70870",TRUE
"MGC71993",TRUE
"MGC72080",TRUE
"MGC88374",TRUE
"MGEA5",TRUE
"MGLL",TRUE
"MGMT",TRUE
"MGP",TRUE
"MGRN1",TRUE
"MGST1",TRUE
"MGST2",TRUE
"MGST3",TRUE
"MIA",TRUE
"MIA2",TRUE
"MIA3",TRUE
"MIB1",TRUE
"MIB2",TRUE
"MICA",TRUE
"MICAL1",TRUE
"MICAL2",TRUE
"MICALCL",TRUE
"MICALL1",TRUE
"MICALL2",TRUE
"MICB",TRUE
"MID1",TRUE
"MID1IP1",TRUE
"MID2",TRUE
"MIDN",TRUE
"MIER1",TRUE
"MIER2",TRUE
"MIER3",TRUE
"MIF",TRUE
"MIF4GD",TRUE
"MIIP",TRUE
"MIMT1",TRUE
"MINA",TRUE
"MINK1",TRUE
"MINPP1",TRUE
"MIOS",TRUE
"MIOX",TRUE
"MIP",TRUE
"MIPEP",TRUE
"MIPOL1",TRUE
"MIR1-1",TRUE
"MIR1-2",TRUE
"MIR100",TRUE
"MIR101-1",TRUE
"MIR101-2",TRUE
"MIR106A",TRUE
"MIR106B",TRUE
"MIR107",TRUE
"MIR10A",TRUE
"MIR1178",TRUE
"MIR1179",TRUE
"MIR1180",TRUE
"MIR1183",TRUE
"MIR1185-1",TRUE
"MIR1197",TRUE
"MIR1200",TRUE
"MIR1202",TRUE
"MIR1203",TRUE
"MIR1204",TRUE
"MIR1206",TRUE
"MIR1207",TRUE
"MIR1208",TRUE
"MIR122",TRUE
"MIR1224",TRUE
"MIR1226",TRUE
"MIR1227",TRUE
"MIR1228",TRUE
"MIR1229",TRUE
"MIR1236",TRUE
"MIR124-2",TRUE
"MIR1245",TRUE
"MIR1246",TRUE
"MIR1247",TRUE
"MIR1250",TRUE
"MIR1251",TRUE
"MIR1252",TRUE
"MIR1253",TRUE
"MIR1255A",TRUE
"MIR1255B1",TRUE
"MIR1255B2",TRUE
"MIR1256",TRUE
"MIR1257",TRUE
"MIR1258",TRUE
"MIR125A",TRUE
"MIR125B1",TRUE
"MIR125B2",TRUE
"MIR126",TRUE
"MIR1261",TRUE
"MIR1262",TRUE
"MIR1263",TRUE
"MIR1265",TRUE
"MIR1266",TRUE
"MIR1267",TRUE
"MIR1269",TRUE
"MIR1271",TRUE
"MIR1272",TRUE
"MIR1274A",TRUE
"MIR1274B",TRUE
"MIR1275",TRUE
"MIR1276",TRUE
"MIR1277",TRUE
"MIR1278",TRUE
"MIR128-1",TRUE
"MIR128-2",TRUE
"MIR1284",TRUE
"MIR1286",TRUE
"MIR1288",TRUE
"MIR1289-1",TRUE
"MIR1289-2",TRUE
"MIR129-1",TRUE
"MIR129-2",TRUE
"MIR1290",TRUE
"MIR1292",TRUE
"MIR1293",TRUE
"MIR1294",TRUE
"MIR1295",TRUE
"MIR1296",TRUE
"MIR1297",TRUE
"MIR1298",TRUE
"MIR1299",TRUE
"MIR1301",TRUE
"MIR1302-1",TRUE
"MIR1302-3",TRUE
"MIR1302-4",TRUE
"MIR1302-5",TRUE
"MIR1302-6",TRUE
"MIR1302-7",TRUE
"MIR1302-8",TRUE
"MIR1305",TRUE
"MIR1308",TRUE
"MIR130A",TRUE
"MIR130B",TRUE
"MIR132",TRUE
"MIR1321",TRUE
"MIR1322",TRUE
"MIR1324",TRUE
"MIR133B",TRUE
"MIR134",TRUE
"MIR135A2",TRUE
"MIR135B",TRUE
"MIR137",TRUE
"MIR138-1",TRUE
"MIR138-2",TRUE
"MIR139",TRUE
"MIR140",TRUE
"MIR141",TRUE
"MIR142",TRUE
"MIR144",TRUE
"MIR1468",TRUE
"MIR146A",TRUE
"MIR146B",TRUE
"MIR147",TRUE
"MIR1470",TRUE
"MIR1471",TRUE
"MIR148A",TRUE
"MIR148B",TRUE
"MIR152",TRUE
"MIR153-1",TRUE
"MIR153-2",TRUE
"MIR154",TRUE
"MIR155HG",TRUE
"MIR15A",TRUE
"MIR15B",TRUE
"MIR16-1",TRUE
"MIR16-2",TRUE
"MIR181A1",TRUE
"MIR181A2",TRUE
"MIR181B1",TRUE
"MIR181B2",TRUE
"MIR181C",TRUE
"MIR181D",TRUE
"MIR182",TRUE
"MIR1826",TRUE
"MIR1827",TRUE
"MIR183",TRUE
"MIR187",TRUE
"MIR188",TRUE
"MIR18B",TRUE
"MIR190",TRUE
"MIR1908",TRUE
"MIR1909",TRUE
"MIR190B",TRUE
"MIR191",TRUE
"MIR1910",TRUE
"MIR1911",TRUE
"MIR1912",TRUE
"MIR1913",TRUE
"MIR1914",TRUE
"MIR1915",TRUE
"MIR192",TRUE
"MIR193A",TRUE
"MIR193B",TRUE
"MIR194-1",TRUE
"MIR194-2",TRUE
"MIR195",TRUE
"MIR196A1",TRUE
"MIR196A2",TRUE
"MIR196B",TRUE
"MIR197",TRUE
"MIR1974",TRUE
"MIR1976",TRUE
"MIR1978",TRUE
"MIR1979",TRUE
"MIR199A1",TRUE
"MIR199A2",TRUE
"MIR199B",TRUE
"MIR19B2",TRUE
"MIR200A",TRUE
"MIR200B",TRUE
"MIR200C",TRUE
"MIR202",TRUE
"MIR203",TRUE
"MIR204",TRUE
"MIR205",TRUE
"MIR2052",TRUE
"MIR2053",TRUE
"MIR206",TRUE
"MIR208A",TRUE
"MIR208B",TRUE
"MIR20B",TRUE
"MIR21",TRUE
"MIR210",TRUE
"MIR211",TRUE
"MIR2113",TRUE
"MIR2114",TRUE
"MIR2115",TRUE
"MIR2116",TRUE
"MIR2117",TRUE
"MIR212",TRUE
"MIR214",TRUE
"MIR215",TRUE
"MIR216A",TRUE
"MIR216B",TRUE
"MIR217",TRUE
"MIR218-1",TRUE
"MIR218-2",TRUE
"MIR219-2",TRUE
"MIR220C",TRUE
"MIR221",TRUE
"MIR222",TRUE
"MIR223",TRUE
"MIR224",TRUE
"MIR2276",TRUE
"MIR2278",TRUE
"MIR23B",TRUE
"MIR24-1",TRUE
"MIR24-2",TRUE
"MIR25",TRUE
"MIR26A1",TRUE
"MIR26A2",TRUE
"MIR26B",TRUE
"MIR27A",TRUE
"MIR27B",TRUE
"MIR296",TRUE
"MIR297",TRUE
"MIR298",TRUE
"MIR299",TRUE
"MIR29A",TRUE
"MIR29B1",TRUE
"MIR300",TRUE
"MIR301A",TRUE
"MIR301B",TRUE
"MIR302A",TRUE
"MIR302B",TRUE
"MIR302C",TRUE
"MIR302E",TRUE
"MIR302F",TRUE
"MIR30A",TRUE
"MIR30B",TRUE
"MIR30C1",TRUE
"MIR30C2",TRUE
"MIR30D",TRUE
"MIR30E",TRUE
"MIR31",TRUE
"MIR32",TRUE
"MIR320A",TRUE
"MIR320B1",TRUE
"MIR320B2",TRUE
"MIR320C1",TRUE
"MIR323",TRUE
"MIR324",TRUE
"MIR325",TRUE
"MIR326",TRUE
"MIR328",TRUE
"MIR330",TRUE
"MIR331",TRUE
"MIR335",TRUE
"MIR337",TRUE
"MIR338",TRUE
"MIR340",TRUE
"MIR342",TRUE
"MIR345",TRUE
"MIR346",TRUE
"MIR34A",TRUE
"MIR34B",TRUE
"MIR361",TRUE
"MIR362",TRUE
"MIR363",TRUE
"MIR365-2",TRUE
"MIR367",TRUE
"MIR369",TRUE
"MIR370",TRUE
"MIR371",TRUE
"MIR372",TRUE
"MIR373",TRUE
"MIR374A",TRUE
"MIR374B",TRUE
"MIR375",TRUE
"MIR376A1",TRUE
"MIR376A2",TRUE
"MIR376B",TRUE
"MIR376C",TRUE
"MIR377",TRUE
"MIR379",TRUE
"MIR380",TRUE
"MIR381",TRUE
"MIR382",TRUE
"MIR383",TRUE
"MIR384",TRUE
"MIR409",TRUE
"MIR410",TRUE
"MIR411",TRUE
"MIR412",TRUE
"MIR421",TRUE
"MIR422A",TRUE
"MIR423",TRUE
"MIR424",TRUE
"MIR425",TRUE
"MIR429",TRUE
"MIR449A",TRUE
"MIR449B",TRUE
"MIR449C",TRUE
"MIR450A1",TRUE
"MIR450A2",TRUE
"MIR450B",TRUE
"MIR451",TRUE
"MIR452",TRUE
"MIR453",TRUE
"MIR454",TRUE
"MIR455",TRUE
"MIR483",TRUE
"MIR485",TRUE
"MIR486",TRUE
"MIR487A",TRUE
"MIR488",TRUE
"MIR489",TRUE
"MIR490",TRUE
"MIR491",TRUE
"MIR494",TRUE
"MIR495",TRUE
"MIR496",TRUE
"MIR497",TRUE
"MIR498",TRUE
"MIR499",TRUE
"MIR503",TRUE
"MIR505",TRUE
"MIR508",TRUE
"MIR509-2",TRUE
"MIR509-3",TRUE
"MIR510",TRUE
"MIR512-2",TRUE
"MIR513A2",TRUE
"MIR514-2",TRUE
"MIR515-2",TRUE
"MIR517B",TRUE
"MIR519D",TRUE
"MIR519E",TRUE
"MIR520H",TRUE
"MIR524",TRUE
"MIR532",TRUE
"MIR539",TRUE
"MIR541",TRUE
"MIR542",TRUE
"MIR544",TRUE
"MIR545",TRUE
"MIR548A1",TRUE
"MIR548A2",TRUE
"MIR548A3",TRUE
"MIR548B",TRUE
"MIR548C",TRUE
"MIR548E",TRUE
"MIR548F1",TRUE
"MIR548F2",TRUE
"MIR548F4",TRUE
"MIR548G",TRUE
"MIR548H1",TRUE
"MIR548H3",TRUE
"MIR548H4",TRUE
"MIR548I1",TRUE
"MIR548I2",TRUE
"MIR548I4",TRUE
"MIR548J",TRUE
"MIR548K",TRUE
"MIR548L",TRUE
"MIR548M",TRUE
"MIR548N",TRUE
"MIR548O",TRUE
"MIR548P",TRUE
"MIR548Q",TRUE
"MIR549",TRUE
"MIR550-2",TRUE
"MIR551A",TRUE
"MIR551B",TRUE
"MIR552",TRUE
"MIR554",TRUE
"MIR555",TRUE
"MIR556",TRUE
"MIR557",TRUE
"MIR558",TRUE
"MIR559",TRUE
"MIR561",TRUE
"MIR562",TRUE
"MIR563",TRUE
"MIR564",TRUE
"MIR567",TRUE
"MIR569",TRUE
"MIR570",TRUE
"MIR571",TRUE
"MIR572",TRUE
"MIR573",TRUE
"MIR575",TRUE
"MIR576",TRUE
"MIR577",TRUE
"MIR578",TRUE
"MIR579",TRUE
"MIR580",TRUE
"MIR581",TRUE
"MIR582",TRUE
"MIR583",TRUE
"MIR584",TRUE
"MIR585",TRUE
"MIR586",TRUE
"MIR587",TRUE
"MIR588",TRUE
"MIR589",TRUE
"MIR590",TRUE
"MIR591",TRUE
"MIR592",TRUE
"MIR593",TRUE
"MIR595",TRUE
"MIR596",TRUE
"MIR597",TRUE
"MIR598",TRUE
"MIR599",TRUE
"MIR601",TRUE
"MIR602",TRUE
"MIR603",TRUE
"MIR604",TRUE
"MIR605",TRUE
"MIR606",TRUE
"MIR607",TRUE
"MIR608",TRUE
"MIR609",TRUE
"MIR610",TRUE
"MIR611",TRUE
"MIR612",TRUE
"MIR613",TRUE
"MIR614",TRUE
"MIR617",TRUE
"MIR618",TRUE
"MIR620",TRUE
"MIR623",TRUE
"MIR624",TRUE
"MIR625",TRUE
"MIR626",TRUE
"MIR627",TRUE
"MIR629",TRUE
"MIR630",TRUE
"MIR631",TRUE
"MIR632",TRUE
"MIR633",TRUE
"MIR634",TRUE
"MIR635",TRUE
"MIR636",TRUE
"MIR637",TRUE
"MIR638",TRUE
"MIR640",TRUE
"MIR641",TRUE
"MIR643",TRUE
"MIR644",TRUE
"MIR645",TRUE
"MIR646",TRUE
"MIR647",TRUE
"MIR648",TRUE
"MIR649",TRUE
"MIR651",TRUE
"MIR653",TRUE
"MIR654",TRUE
"MIR655",TRUE
"MIR656",TRUE
"MIR657",TRUE
"MIR658",TRUE
"MIR659",TRUE
"MIR660",TRUE
"MIR663B",TRUE
"MIR665",TRUE
"MIR668",TRUE
"MIR670",TRUE
"MIR7-1",TRUE
"MIR7-3",TRUE
"MIR708",TRUE
"MIR718",TRUE
"MIR720",TRUE
"MIR744",TRUE
"MIR758",TRUE
"MIR759",TRUE
"MIR760",TRUE
"MIR761",TRUE
"MIR764",TRUE
"MIR765",TRUE
"MIR766",TRUE
"MIR767",TRUE
"MIR769",TRUE
"MIR770",TRUE
"MIR802",TRUE
"MIR873",TRUE
"MIR874",TRUE
"MIR875",TRUE
"MIR877",TRUE
"MIR885",TRUE
"MIR886",TRUE
"MIR887",TRUE
"MIR888",TRUE
"MIR889",TRUE
"MIR890",TRUE
"MIR891A",TRUE
"MIR891B",TRUE
"MIR892A",TRUE
"MIR892B",TRUE
"MIR9-1",TRUE
"MIR9-3",TRUE
"MIR920",TRUE
"MIR921",TRUE
"MIR924",TRUE
"MIR92A2",TRUE
"MIR92B",TRUE
"MIR93",TRUE
"MIR933",TRUE
"MIR934",TRUE
"MIR937",TRUE
"MIR938",TRUE
"MIR939",TRUE
"MIR941-2",TRUE
"MIR942",TRUE
"MIR943",TRUE
"MIR944",TRUE
"MIR96",TRUE
"MIR98",TRUE
"MIR99A",TRUE
"MIR99B",TRUE
"MIRLET7A1",TRUE
"MIRLET7A2",TRUE
"MIRLET7C",TRUE
"MIRLET7D",TRUE
"MIRLET7E",TRUE
"MIRLET7F1",TRUE
"MIRLET7F2",TRUE
"MIRLET7G",TRUE
"MIRLET7I",TRUE
"MIS12",TRUE
"MIST",TRUE
"MITD1",TRUE
"MITF",TRUE
"MIXL1",TRUE
"MKI67",TRUE
"MKI67IP",TRUE
"MKKS",TRUE
"MKL1",TRUE
"MKL2",TRUE
"MKLN1",TRUE
"MKNK1",TRUE
"MKNK2",TRUE
"MKRN1",TRUE
"MKRN2",TRUE
"MKRN3",TRUE
"MKS1",TRUE
"MKX",TRUE
"MLANA",TRUE
"MLC1",TRUE
"MLEC",TRUE
"MLF1",TRUE
"MLF1IP",TRUE
"MLF2",TRUE
"MLH1",TRUE
"MLH3",TRUE
"MLKL",TRUE
"MLL",TRUE
"MLL2",TRUE
"MLL3",TRUE
"MLL4",TRUE
"MLL5",TRUE
"MLLT1",TRUE
"MLLT10",TRUE
"MLLT11",TRUE
"MLLT3",TRUE
"MLLT4",TRUE
"MLLT6",TRUE
"MLN",TRUE
"MLNR",TRUE
"MLPH",TRUE
"MLST8",TRUE
"MLX",TRUE
"MLXIP",TRUE
"MLXIPL",TRUE
"MLYCD",TRUE
"MMAA",TRUE
"MMAB",TRUE
"MMACHC",TRUE
"MMADHC",TRUE
"MMD",TRUE
"MMD2",TRUE
"MME",TRUE
"MMEL1",TRUE
"MMGT1",TRUE
"MMP1",TRUE
"MMP10",TRUE
"MMP11",TRUE
"MMP12",TRUE
"MMP13",TRUE
"MMP14",TRUE
"MMP15",TRUE
"MMP16",TRUE
"MMP17",TRUE
"MMP19",TRUE
"MMP2",TRUE
"MMP20",TRUE
"MMP21",TRUE
"MMP23A",TRUE
"MMP23B",TRUE
"MMP24",TRUE
"MMP25",TRUE
"MMP26",TRUE
"MMP27",TRUE
"MMP28",TRUE
"MMP3",TRUE
"MMP7",TRUE
"MMP8",TRUE
"MMP9",TRUE
"MMRN1",TRUE
"MMRN2",TRUE
"MMS19",TRUE
"MMS19L",TRUE
"MN1",TRUE
"MNAT1",TRUE
"MND1",TRUE
"MNDA",TRUE
"MNS1",TRUE
"MNT",TRUE
"MNX1",TRUE
"MOAP1",TRUE
"MOBK1B",TRUE
"MOBKL1A",TRUE
"MOBKL1B",TRUE
"MOBKL2A",TRUE
"MOBKL2B",TRUE
"MOBKL2C",TRUE
"MOBKL3",TRUE
"MOBP",TRUE
"MOCOS",TRUE
"MOCS1",TRUE
"MOCS2",TRUE
"MOCS3",TRUE
"MOG",TRUE
"MOGAT1",TRUE
"MOGAT2",TRUE
"MOGAT3",TRUE
"MOGS",TRUE
"MON1A",TRUE
"MON1B",TRUE
"MON2",TRUE
"MORC1",TRUE
"MORC2",TRUE
"MORC3",TRUE
"MORC4",TRUE
"MORF4",TRUE
"MORF4L1",TRUE
"MORF4L2",TRUE
"MORG1",TRUE
"MORN1",TRUE
"MORN2",TRUE
"MORN3",TRUE
"MORN4",TRUE
"MORN5",TRUE
"MOS",TRUE
"MOSC1",TRUE
"MOSC2",TRUE
"MOSPD1",TRUE
"MOSPD2",TRUE
"MOSPD3",TRUE
"MOV10",TRUE
"MOV10L1",TRUE
"MOXD1",TRUE
"MOXD2",TRUE
"MPDU1",TRUE
"MPDZ",TRUE
"MPG",TRUE
"MPHOSPH10",TRUE
"MPHOSPH6",TRUE
"MPHOSPH8",TRUE
"MPHOSPH9",TRUE
"MPI",TRUE
"MPL",TRUE
"MPND",TRUE
"MPO",TRUE
"MPP1",TRUE
"MPP2",TRUE
"MPP3",TRUE
"MPP4",TRUE
"MPP5",TRUE
"MPP6",TRUE
"MPP7",TRUE
"MPPE1",TRUE
"MPPED1",TRUE
"MPPED2",TRUE
"MPRIP",TRUE
"MPST",TRUE
"MPV17",TRUE
"MPV17L",TRUE
"MPV17L2",TRUE
"MPZ",TRUE
"MPZL1",TRUE
"MPZL2",TRUE
"MPZL3",TRUE
"MR1",TRUE
"MRAP",TRUE
"MRAP2",TRUE
"MRAS",TRUE
"MRC1",TRUE
"MRC1L1",TRUE
"MRC2",TRUE
"MRE11A",TRUE
"MREG",TRUE
"MRFAP1",TRUE
"MRFAP1L1",TRUE
"MRGPRD",TRUE
"MRGPRE",TRUE
"MRGPRF",TRUE
"MRGPRX1",TRUE
"MRGPRX2",TRUE
"MRGPRX3",TRUE
"MRGPRX4",TRUE
"MRI1",TRUE
"MRLC2",TRUE
"MRM1",TRUE
"MRO",TRUE
"MRP63",TRUE
"MRPL1",TRUE
"MRPL10",TRUE
"MRPL11",TRUE
"MRPL12",TRUE
"MRPL13",TRUE
"MRPL14",TRUE
"MRPL15",TRUE
"MRPL16",TRUE
"MRPL17",TRUE
"MRPL18",TRUE
"MRPL19",TRUE
"MRPL2",TRUE
"MRPL20",TRUE
"MRPL21",TRUE
"MRPL22",TRUE
"MRPL23",TRUE
"MRPL24",TRUE
"MRPL27",TRUE
"MRPL28",TRUE
"MRPL3",TRUE
"MRPL30",TRUE
"MRPL32",TRUE
"MRPL33",TRUE
"MRPL34",TRUE
"MRPL35",TRUE
"MRPL36",TRUE
"MRPL37",TRUE
"MRPL38",TRUE
"MRPL39",TRUE
"MRPL4",TRUE
"MRPL40",TRUE
"MRPL41",TRUE
"MRPL42",TRUE
"MRPL42P5",TRUE
"MRPL43",TRUE
"MRPL44",TRUE
"MRPL45",TRUE
"MRPL46",TRUE
"MRPL47",TRUE
"MRPL48",TRUE
"MRPL49",TRUE
"MRPL50",TRUE
"MRPL51",TRUE
"MRPL52",TRUE
"MRPL53",TRUE
"MRPL54",TRUE
"MRPL55",TRUE
"MRPL9",TRUE
"MRPS10",TRUE
"MRPS11",TRUE
"MRPS12",TRUE
"MRPS14",TRUE
"MRPS15",TRUE
"MRPS16",TRUE
"MRPS17",TRUE
"MRPS18A",TRUE
"MRPS18B",TRUE
"MRPS18C",TRUE
"MRPS2",TRUE
"MRPS21",TRUE
"MRPS22",TRUE
"MRPS23",TRUE
"MRPS24",TRUE
"MRPS26",TRUE
"MRPS27",TRUE
"MRPS28",TRUE
"MRPS30",TRUE
"MRPS31",TRUE
"MRPS33",TRUE
"MRPS34",TRUE
"MRPS35",TRUE
"MRPS36",TRUE
"MRPS5",TRUE
"MRPS6",TRUE
"MRPS7",TRUE
"MRPS9",TRUE
"MRRF",TRUE
"MRS2",TRUE
"MRS2P2",TRUE
"MRTO4",TRUE
"MRVI1",TRUE
"MS4A1",TRUE
"MS4A10",TRUE
"MS4A12",TRUE
"MS4A13",TRUE
"MS4A14",TRUE
"MS4A15",TRUE
"MS4A2",TRUE
"MS4A3",TRUE
"MS4A4A",TRUE
"MS4A5",TRUE
"MS4A6A",TRUE
"MS4A6E",TRUE
"MS4A7",TRUE
"MS4A8B",TRUE
"MSC",TRUE
"MSH2",TRUE
"MSH3",TRUE
"MSH4",TRUE
"MSH5",TRUE
"MSH6",TRUE
"MSI1",TRUE
"MSI2",TRUE
"MSL1",TRUE
"MSL2",TRUE
"MSL3",TRUE
"MSL3L1",TRUE
"MSLN",TRUE
"MSLNL",TRUE
"MSMB",TRUE
"MSMP",TRUE
"MSN",TRUE
"MSR1",TRUE
"MSRA",TRUE
"MSRB2",TRUE
"MSRB3",TRUE
"MST1R",TRUE
"MST4",TRUE
"MSTN",TRUE
"MSTO2P",TRUE
"MSTP9",TRUE
"MSX1",TRUE
"MSX2",TRUE
"MSX2P1",TRUE
"MT1A",TRUE
"MT1B",TRUE
"MT1E",TRUE
"MT1F",TRUE
"MT1G",TRUE
"MT1H",TRUE
"MT1IP",TRUE
"MT1M",TRUE
"MT1P2",TRUE
"MT1X",TRUE
"MT2A",TRUE
"MT3",TRUE
"MT4",TRUE
"MTA1",TRUE
"MTA2",TRUE
"MTA3",TRUE
"MTAP",TRUE
"MTBP",TRUE
"MTCH1",TRUE
"MTCH2",TRUE
"MTCP1",TRUE
"MTDH",TRUE
"MTE",TRUE
"MTERF",TRUE
"MTERFD1",TRUE
"MTERFD2",TRUE
"MTERFD3",TRUE
"MTF1",TRUE
"MTF2",TRUE
"MTFMT",TRUE
"MTFR1",TRUE
"MTG1",TRUE
"MTHFD1",TRUE
"MTHFD1L",TRUE
"MTHFD2",TRUE
"MTHFD2L",TRUE
"MTHFR",TRUE
"MTHFS",TRUE
"MTHFSD",TRUE
"MTIF2",TRUE
"MTIF3",TRUE
"MTL5",TRUE
"MTM1",TRUE
"MTMR1",TRUE
"MTMR10",TRUE
"MTMR11",TRUE
"MTMR12",TRUE
"MTMR14",TRUE
"MTMR15",TRUE
"MTMR2",TRUE
"MTMR3",TRUE
"MTMR4",TRUE
"MTMR6",TRUE
"MTMR7",TRUE
"MTMR8",TRUE
"MTMR9",TRUE
"MTNR1A",TRUE
"MTNR1B",TRUE
"MTO1",TRUE
"MTP18",TRUE
"MTPAP",TRUE
"MTPN",TRUE
"MTR",TRUE
"MTRF1",TRUE
"MTRF1L",TRUE
"MTRR",TRUE
"MTSS1",TRUE
"MTSS1L",TRUE
"MTTP",TRUE
"MTUS1",TRUE
"MTUS2",TRUE
"MTX1",TRUE
"MTX2",TRUE
"MTX3",TRUE
"MUC1",TRUE
"MUC13",TRUE
"MUC15",TRUE
"MUC16",TRUE
"MUC17",TRUE
"MUC2",TRUE
"MUC20",TRUE
"MUC21",TRUE
"MUC4",TRUE
"MUC7",TRUE
"MUCL1",TRUE
"MUDENG",TRUE
"MUL1",TRUE
"MUM1",TRUE
"MUM1L1",TRUE
"MUPCDH",TRUE
"MURC",TRUE
"MUS81",TRUE
"MUSK",TRUE
"MUSTN1",TRUE
"MUT",TRUE
"MUTED",TRUE
"MUTYH",TRUE
"MVD",TRUE
"MVK",TRUE
"MVP",TRUE
"MX1",TRUE
"MX2",TRUE
"MXD1",TRUE
"MXD3",TRUE
"MXD4",TRUE
"MXI1",TRUE
"MXRA5",TRUE
"MXRA7",TRUE
"MXRA8",TRUE
"MYADM",TRUE
"MYADML",TRUE
"MYB",TRUE
"MYBBP1A",TRUE
"MYBL1",TRUE
"MYBL2",TRUE
"MYBPC1",TRUE
"MYBPC2",TRUE
"MYBPC3",TRUE
"MYBPH",TRUE
"MYBPHL",TRUE
"MYC",TRUE
"MYCBP",TRUE
"MYCBP2",TRUE
"MYCBPAP",TRUE
"MYCL1",TRUE
"MYCN",TRUE
"MYCT1",TRUE
"MYD88",TRUE
"MYEF2",TRUE
"MYEOV",TRUE
"MYEOV2",TRUE
"MYF5",TRUE
"MYF6",TRUE
"MYH1",TRUE
"MYH10",TRUE
"MYH11",TRUE
"MYH13",TRUE
"MYH14",TRUE
"MYH16",TRUE
"MYH2",TRUE
"MYH3",TRUE
"MYH4",TRUE
"MYH6",TRUE
"MYH7",TRUE
"MYH7B",TRUE
"MYH8",TRUE
"MYH9",TRUE
"MYL1",TRUE
"MYL12A",TRUE
"MYL2",TRUE
"MYL3",TRUE
"MYL4",TRUE
"MYL5",TRUE
"MYL6",TRUE
"MYL6B",TRUE
"MYL7",TRUE
"MYL9",TRUE
"MYLC2PL",TRUE
"MYLIP",TRUE
"MYLK",TRUE
"MYLK2",TRUE
"MYLK3",TRUE
"MYLK4",TRUE
"MYLPF",TRUE
"MYNN",TRUE
"MYO10",TRUE
"MYO15A",TRUE
"MYO16",TRUE
"MYO18A",TRUE
"MYO18B",TRUE
"MYO19",TRUE
"MYO1A",TRUE
"MYO1B",TRUE
"MYO1C",TRUE
"MYO1D",TRUE
"MYO1E",TRUE
"MYO1F",TRUE
"MYO1G",TRUE
"MYO1H",TRUE
"MYO3A",TRUE
"MYO3B",TRUE
"MYO5A",TRUE
"MYO5B",TRUE
"MYO5C",TRUE
"MYO6",TRUE
"MYO7A",TRUE
"MYO7B",TRUE
"MYO9A",TRUE
"MYO9B",TRUE
"MYOC",TRUE
"MYOCD",TRUE
"MYOD1",TRUE
"MYOF",TRUE
"MYOG",TRUE
"MYOHD1",TRUE
"MYOM1",TRUE
"MYOM2",TRUE
"MYOM3",TRUE
"MYOT",TRUE
"MYOZ1",TRUE
"MYOZ2",TRUE
"MYOZ3",TRUE
"MYPN",TRUE
"MYPOP",TRUE
"MYRIP",TRUE
"MYST1",TRUE
"MYST2",TRUE
"MYST3",TRUE
"MYST4",TRUE
"MYT1",TRUE
"MYT1L",TRUE
"MZF1",TRUE
"N-PAC",TRUE
"N4BP1",TRUE
"N4BP2",TRUE
"N4BP2L1",TRUE
"N4BP2L2",TRUE
"N4BP3",TRUE
"N6AMT1",TRUE
"N6AMT2",TRUE
"NAAA",TRUE
"NAALAD2",TRUE
"NAALADL1",TRUE
"NAALADL2",TRUE
"NAB1",TRUE
"NAB2",TRUE
"NACA",TRUE
"NACA2",TRUE
"NACAP1",TRUE
"NACC1",TRUE
"NACC2",TRUE
